tx_id,investor_id,amfi_code,date,amount,transaction_type,state,city,tier,age,gender,income_slab,kyc_status
TX0004789,INV00687,118751,2022-07-14,1000,SIP,Delhi,Hyderabad,B30,63,M,<5L,Completed
TX0004790,INV00687,120716,2024-07-21,50000,LUMPSUM,Delhi,Hyderabad,B30,63,M,<5L,Completed
TX0004791,INV00687,125497,2025-05-17,2500,SIP,Delhi,Hyderabad,B30,63,M,<5L,Completed
TX0004792,INV00687,120505,2024-04-07,1000,SIP,Delhi,Hyderabad,B30,63,M,<5L,Completed
TX0004793,INV00687,120845,2024-07-23,50000,REDEMPTION,Delhi,Hyderabad,B30,63,M,<5L,Completed
TX0004794,INV00687,125494,2024-01-26,10000,LUMPSUM,Delhi,Hyderabad,B30,63,M,<5L,Completed
TX0004795,INV00688,119600,2025-05-25,2500,SIP,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004796,INV00688,120841,2024-07-18,2500,SIP,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004797,INV00688,119437,2022-01-02,2500,SIP,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004798,INV00688,118632,2025-04-16,2500,SIP,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004799,INV00688,120848,2026-05-02,1000,SIP,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004800,INV00688,120507,2025-12-09,50000,LUMPSUM,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004801,INV00688,120716,2023-12-18,2500,SIP,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004802,INV00688,125495,2023-08-06,5000,SIP,Tamil Nadu,Kolkata,T30,36,M,<5L,Completed
TX0004803,INV00689,119552,2026-01-15,1000,SIP,Uttar Pradesh,Nagpur,T30,61,M,10-20L,Completed
TX0004804,INV00689,125495,2026-01-25,5000,SIP,Uttar Pradesh,Nagpur,T30,61,M,10-20L,Completed
TX0004805,INV00689,119545,2026-01-15,500,SIP,Uttar Pradesh,Nagpur,T30,61,M,10-20L,Completed
TX0004806,INV00689,119437,2025-05-01,2500,SIP,Uttar Pradesh,Nagpur,T30,61,M,10-20L,Completed
TX0004807,INV00689,120845,2025-03-30,10000,SIP,Uttar Pradesh,Nagpur,T30,61,M,10-20L,Completed
TX0004808,INV00689,119437,2025-02-20,2500,SIP,Uttar Pradesh,Nagpur,T30,61,M,10-20L,Completed
TX0004809,INV00689,119552,2023-12-15,25000,LUMPSUM,Uttar Pradesh,Nagpur,T30,61,M,10-20L,Completed
TX0004810,INV00690,125495,2022-04-21,10000,REDEMPTION,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004811,INV00690,120727,2023-10-30,5000,SIP,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004812,INV00690,125498,2025-01-23,10000,SIP,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004813,INV00690,120845,2023-11-15,25000,REDEMPTION,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004814,INV00690,120852,2022-02-14,50000,LUMPSUM,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004815,INV00690,120848,2022-03-07,5000,REDEMPTION,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004816,INV00690,119564,2023-06-19,100000,LUMPSUM,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004817,INV00690,120728,2025-03-20,1000,SIP,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004818,INV00690,120716,2025-03-20,5000,SIP,Gujarat,Nagpur,T30,47,M,<5L,Completed
TX0004819,INV00691,120507,2022-01-28,100000,LUMPSUM,Bihar,Ahmedabad,T30,55,F,<5L,Completed
TX0004820,INV00691,118566,2026-01-30,2500,SIP,Bihar,Ahmedabad,T30,55,F,<5L,Completed
TX0004821,INV00691,119564,2025-07-05,25000,LUMPSUM,Bihar,Ahmedabad,T30,55,F,<5L,Completed
TX0004822,INV00691,119438,2024-02-07,5000,REDEMPTION,Bihar,Ahmedabad,T30,55,F,<5L,Completed
TX0004823,INV00691,118564,2023-09-18,10000,LUMPSUM,Bihar,Ahmedabad,T30,55,F,<5L,Completed
TX0004824,INV00691,119545,2022-11-13,5000,SIP,Bihar,Ahmedabad,T30,55,F,<5L,Completed
TX0004825,INV00691,120505,2025-04-10,2500,SIP,Bihar,Ahmedabad,T30,55,F,<5L,Completed
TX0004826,INV00692,120507,2022-09-26,25000,LUMPSUM,West Bengal,Coimbatore,T30,57,M,5-10L,Completed
TX0004827,INV00692,119600,2026-03-08,50000,LUMPSUM,West Bengal,Coimbatore,T30,57,M,5-10L,Completed
TX0004828,INV00692,120845,2024-09-05,2500,SIP,West Bengal,Coimbatore,T30,57,M,5-10L,Completed
TX0004829,INV00692,120850,2022-01-27,10000,SIP,West Bengal,Coimbatore,T30,57,M,5-10L,Completed
TX0004830,INV00692,125498,2023-03-08,2500,SIP,West Bengal,Coimbatore,T30,57,M,5-10L,Completed
TX0004831,INV00692,120507,2023-08-11,1000,SIP,West Bengal,Coimbatore,T30,57,M,5-10L,Completed
TX0004832,INV00692,120727,2025-01-07,1000,SIP,West Bengal,Coimbatore,T30,57,M,5-10L,Completed
TX0004833,INV00693,120727,2023-01-02,50000,LUMPSUM,Karnataka,Ahmedabad,B30,48,F,5-10L,Completed
TX0004834,INV00693,120586,2024-09-27,1000,SIP,Karnataka,Ahmedabad,B30,48,F,5-10L,Completed
TX0004835,INV00693,120841,2022-07-01,1000,SIP,Karnataka,Ahmedabad,B30,48,F,5-10L,Completed
TX0004836,INV00693,120727,2022-12-06,25000,LUMPSUM,Karnataka,Ahmedabad,B30,48,F,5-10L,Completed
TX0004837,INV00693,120606,2023-08-29,2500,SIP,Karnataka,Ahmedabad,B30,48,F,5-10L,Completed
TX0004838,INV00693,118743,2024-07-06,5000,REDEMPTION,Karnataka,Ahmedabad,B30,48,F,5-10L,Completed
TX0004839,INV00694,120586,2022-04-30,2500,SIP,Odisha,Coimbatore,T30,35,F,10-20L,Completed
TX0004840,INV00694,120728,2025-02-11,1000,SIP,Odisha,Coimbatore,T30,35,F,10-20L,Completed
TX0004841,INV00694,120716,2026-05-10,1000,SIP,Odisha,Coimbatore,T30,35,F,10-20L,Completed
TX0004842,INV00694,119551,2024-09-26,1000,SIP,Odisha,Coimbatore,T30,35,F,10-20L,Completed
TX0004843,INV00694,120645,2024-01-28,50000,LUMPSUM,Odisha,Coimbatore,T30,35,F,10-20L,Completed
TX0004844,INV00694,125497,2023-11-21,1000,SIP,Odisha,Coimbatore,T30,35,F,10-20L,Completed
TX0004845,INV00695,119553,2022-03-08,5000,SIP,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004846,INV00695,120503,2025-09-30,10000,SIP,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004847,INV00695,120848,2024-03-16,2500,SIP,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004848,INV00695,120647,2022-09-19,2500,SIP,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004849,INV00695,119551,2023-12-21,10000,REDEMPTION,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004850,INV00695,120725,2022-01-29,10000,SIP,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004851,INV00695,120845,2025-02-07,10000,SIP,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004852,INV00695,120850,2023-06-11,500,SIP,Gujarat,Hyderabad,T30,24,M,<5L,Completed
TX0004853,INV00696,125495,2022-08-11,2500,SIP,Tamil Nadu,Hyderabad,T30,24,F,>20L,Completed
TX0004854,INV00696,120606,2022-02-07,2500,SIP,Tamil Nadu,Hyderabad,T30,24,F,>20L,Completed
TX0004855,INV00696,125498,2022-10-27,50000,LUMPSUM,Tamil Nadu,Hyderabad,T30,24,F,>20L,Completed
TX0004856,INV00696,119438,2024-09-16,2500,SIP,Tamil Nadu,Hyderabad,T30,24,F,>20L,Completed
TX0004857,INV00696,119553,2024-07-30,5000,SIP,Tamil Nadu,Hyderabad,T30,24,F,>20L,Completed
TX0004858,INV00696,118751,2023-04-15,2500,SIP,Tamil Nadu,Hyderabad,T30,24,F,>20L,Completed
TX0004859,INV00696,120507,2022-11-08,2500,SIP,Tamil Nadu,Hyderabad,T30,24,F,>20L,Completed
TX0004860,INV00697,118564,2023-05-09,500,SIP,Kerala,Pune,T30,44,M,10-20L,Completed
TX0004861,INV00697,119551,2023-01-22,500,SIP,Kerala,Pune,T30,44,M,10-20L,Completed
TX0004862,INV00697,119552,2024-11-07,10000,REDEMPTION,Kerala,Pune,T30,44,M,10-20L,Completed
TX0004863,INV00698,120725,2025-02-20,1000,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004864,INV00698,119437,2025-04-26,500,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004865,INV00698,119553,2025-06-23,10000,REDEMPTION,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004866,INV00698,120586,2022-01-29,500,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004867,INV00698,119551,2026-04-02,1000,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004868,INV00698,119437,2023-08-30,500,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004869,INV00698,120716,2022-02-21,25000,LUMPSUM,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004870,INV00698,119062,2022-08-18,1000,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004871,INV00698,120647,2024-09-04,1000,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004872,INV00698,125497,2022-02-06,2500,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004873,INV00698,120586,2026-05-02,10000,LUMPSUM,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004874,INV00698,120645,2025-03-26,25000,REDEMPTION,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004875,INV00698,120725,2022-06-18,1000,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004876,INV00698,119553,2023-11-20,2500,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004877,INV00698,119092,2025-02-20,2500,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004878,INV00698,119598,2025-03-05,2500,SIP,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004879,INV00698,125494,2026-04-11,10000,LUMPSUM,Rajasthan,Delhi,T30,26,F,5-10L,Completed
TX0004880,INV00699,120642,2024-11-03,1000,SIP,Kerala,Ahmedabad,T30,23,M,<5L,Completed
TX0004881,INV00699,120642,2023-04-14,10000,LUMPSUM,Kerala,Ahmedabad,T30,23,M,<5L,Completed
TX0004882,INV00699,119062,2023-12-04,25000,LUMPSUM,Kerala,Ahmedabad,T30,23,M,<5L,Completed
TX0004883,INV00699,120505,2025-06-02,25000,REDEMPTION,Kerala,Ahmedabad,T30,23,M,<5L,Completed
TX0004884,INV00699,125497,2025-10-31,2500,SIP,Kerala,Ahmedabad,T30,23,M,<5L,Completed
TX0004885,INV00699,118632,2022-08-22,100000,LUMPSUM,Kerala,Ahmedabad,T30,23,M,<5L,Completed
TX0004886,INV00699,125495,2022-04-05,5000,SIP,Kerala,Ahmedabad,T30,23,M,<5L,Completed
TX0004887,INV00700,120642,2024-07-12,10000,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004888,INV00700,120505,2024-02-18,5000,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004889,INV00700,118566,2023-12-29,2500,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004890,INV00700,120645,2023-10-30,1000,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004891,INV00700,120716,2022-09-22,1000,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004892,INV00700,120716,2025-08-29,2500,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004893,INV00700,120503,2024-08-23,500,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004894,INV00700,119598,2024-02-26,5000,SIP,Telangana,Nagpur,T30,59,M,<5L,Completed
TX0004895,INV00701,120642,2024-05-04,1000,SIP,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004896,INV00701,120725,2025-07-24,1000,SIP,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004897,INV00701,120642,2024-05-28,10000,REDEMPTION,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004898,INV00701,125495,2026-01-14,1000,SIP,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004899,INV00701,120642,2022-09-29,2500,SIP,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004900,INV00701,119437,2024-11-23,5000,SIP,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004901,INV00701,120645,2023-11-29,1000,SIP,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004902,INV00701,118743,2026-05-10,2500,SIP,Delhi,Kolkata,T30,57,F,<5L,Completed
TX0004903,INV00702,120507,2023-06-10,1000,SIP,Madhya Pradesh,Bhubaneswar,B30,23,F,<5L,Completed
TX0004904,INV00702,119600,2025-07-03,500,SIP,Madhya Pradesh,Bhubaneswar,B30,23,F,<5L,Completed
TX0004905,INV00702,120728,2022-01-09,5000,SIP,Madhya Pradesh,Bhubaneswar,B30,23,F,<5L,Completed
TX0004906,INV00702,119092,2022-04-16,500,SIP,Madhya Pradesh,Bhubaneswar,B30,23,F,<5L,Completed
TX0004907,INV00702,120507,2025-09-13,10000,LUMPSUM,Madhya Pradesh,Bhubaneswar,B30,23,F,<5L,Completed
TX0004908,INV00702,119551,2024-10-16,500,SIP,Madhya Pradesh,Bhubaneswar,B30,23,F,<5L,Completed
TX0004909,INV00702,119092,2025-10-02,1000,SIP,Madhya Pradesh,Bhubaneswar,B30,23,F,<5L,Completed
TX0004910,INV00703,118751,2026-01-12,500,SIP,Kerala,Bangalore,B30,36,F,10-20L,Completed
TX0004911,INV00703,120727,2023-03-14,25000,LUMPSUM,Kerala,Bangalore,B30,36,F,10-20L,Completed
TX0004912,INV00703,120503,2023-11-29,10000,SIP,Kerala,Bangalore,B30,36,F,10-20L,Completed
TX0004913,INV00703,119600,2025-12-21,500,SIP,Kerala,Bangalore,B30,36,F,10-20L,Completed
TX0004914,INV00703,120725,2024-10-12,10000,SIP,Kerala,Bangalore,B30,36,F,10-20L,Completed
TX0004915,INV00704,119551,2025-10-23,1000,SIP,Delhi,Pune,B30,23,F,>20L,Completed
TX0004916,INV00704,120642,2025-08-28,2500,SIP,Delhi,Pune,B30,23,F,>20L,Completed
TX0004917,INV00704,120841,2022-10-12,10000,SIP,Delhi,Pune,B30,23,F,>20L,Completed
TX0004918,INV00704,119438,2023-05-12,2500,SIP,Delhi,Pune,B30,23,F,>20L,Completed
TX0004919,INV00704,119551,2025-06-30,25000,LUMPSUM,Delhi,Pune,B30,23,F,>20L,Completed
TX0004920,INV00704,120507,2022-02-09,10000,REDEMPTION,Delhi,Pune,B30,23,F,>20L,Completed
TX0004921,INV00704,118632,2024-11-29,5000,SIP,Delhi,Pune,B30,23,F,>20L,Completed
TX0004922,INV00705,120852,2023-11-06,10000,LUMPSUM,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004923,INV00705,119062,2023-04-24,2500,SIP,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004924,INV00705,119545,2025-10-06,2500,SIP,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004925,INV00705,120503,2025-12-06,5000,SIP,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004926,INV00705,125498,2025-02-01,25000,LUMPSUM,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004927,INV00705,119544,2024-08-17,2500,SIP,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004928,INV00705,120727,2023-11-24,5000,SIP,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004929,INV00705,120850,2024-03-16,10000,SIP,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004930,INV00705,119545,2022-11-14,50000,LUMPSUM,Delhi,Pune,B30,57,F,10-20L,Completed
TX0004931,INV00706,119551,2025-12-25,2500,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004932,INV00706,120850,2022-12-16,2500,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004933,INV00706,119551,2024-07-13,10000,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004934,INV00706,120642,2023-01-15,5000,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004935,INV00706,120606,2022-02-14,1000,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004936,INV00706,120503,2022-04-01,500,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004937,INV00706,120845,2023-08-30,25000,LUMPSUM,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004938,INV00706,120850,2022-11-27,2500,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004939,INV00706,119564,2023-01-26,5000,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004940,INV00706,118632,2025-06-09,1000,SIP,Karnataka,Patna,T30,49,M,10-20L,Completed
TX0004941,INV00707,125494,2022-05-15,10000,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004942,INV00707,125497,2022-07-08,10000,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004943,INV00707,119092,2026-03-05,25000,REDEMPTION,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004944,INV00707,120716,2024-07-20,2500,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004945,INV00707,120850,2025-02-20,2500,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004946,INV00707,118743,2023-11-22,5000,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004947,INV00707,118566,2026-04-19,500,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004948,INV00707,125497,2022-06-14,500,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004949,INV00707,119544,2023-10-10,2500,SIP,Odisha,Delhi,T30,35,F,>20L,Completed
TX0004950,INV00708,118566,2024-05-29,2500,SIP,Odisha,Pune,B30,33,F,<5L,Completed
TX0004951,INV00708,119598,2026-04-15,1000,SIP,Odisha,Pune,B30,33,F,<5L,Completed
TX0004952,INV00708,125494,2022-03-09,50000,LUMPSUM,Odisha,Pune,B30,33,F,<5L,Completed
TX0004953,INV00708,120716,2023-10-11,1000,SIP,Odisha,Pune,B30,33,F,<5L,Completed
TX0004954,INV00708,120642,2022-06-23,25000,REDEMPTION,Odisha,Pune,B30,33,F,<5L,Completed
TX0004955,INV00708,119551,2024-11-16,2500,SIP,Odisha,Pune,B30,33,F,<5L,Completed
TX0004956,INV00708,120728,2025-06-03,10000,SIP,Odisha,Pune,B30,33,F,<5L,Completed
TX0004957,INV00708,119600,2023-08-22,5000,REDEMPTION,Odisha,Pune,B30,33,F,<5L,Completed
TX0004958,INV00709,120606,2023-07-22,10000,REDEMPTION,Maharashtra,Lucknow,T30,51,M,<5L,Completed
TX0004959,INV00709,119552,2022-11-25,500,SIP,Maharashtra,Lucknow,T30,51,M,<5L,Completed
TX0004960,INV00709,120606,2022-04-18,5000,REDEMPTION,Maharashtra,Lucknow,T30,51,M,<5L,Completed
TX0004961,INV00709,119556,2026-04-01,25000,REDEMPTION,Maharashtra,Lucknow,T30,51,M,<5L,Completed
TX0004962,INV00709,120852,2025-12-15,1000,SIP,Maharashtra,Lucknow,T30,51,M,<5L,Completed
TX0004963,INV00709,119553,2023-12-17,5000,SIP,Maharashtra,Lucknow,T30,51,M,<5L,Completed
TX0004964,INV00710,125494,2022-10-06,500,SIP,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004965,INV00710,118632,2023-09-16,1000,SIP,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004966,INV00710,120503,2025-04-05,5000,SIP,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004967,INV00710,120645,2023-11-05,250000,LUMPSUM,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004968,INV00710,120852,2025-05-09,5000,SIP,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004969,INV00710,125497,2024-08-28,25000,LUMPSUM,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004970,INV00710,120727,2022-03-26,2500,SIP,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004971,INV00710,120507,2024-05-21,2500,SIP,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004972,INV00710,120850,2022-09-20,5000,SIP,Punjab,Indore,B30,56,M,10-20L,Completed
TX0004973,INV00711,125495,2025-06-14,1000,SIP,Bihar,Jaipur,T30,29,F,5-10L,Completed
TX0004974,INV00711,119600,2025-06-29,2500,SIP,Bihar,Jaipur,T30,29,F,5-10L,Completed
TX0004975,INV00711,120725,2025-07-30,5000,SIP,Bihar,Jaipur,T30,29,F,5-10L,Completed
TX0004976,INV00711,120850,2023-03-15,2500,SIP,Bihar,Jaipur,T30,29,F,5-10L,Completed
TX0004977,INV00711,118564,2026-05-15,25000,REDEMPTION,Bihar,Jaipur,T30,29,F,5-10L,Completed
TX0004978,INV00712,120503,2024-01-16,50000,LUMPSUM,Delhi,Patna,T30,53,F,<5L,Completed
TX0004979,INV00712,120852,2025-06-26,5000,REDEMPTION,Delhi,Patna,T30,53,F,<5L,Completed
TX0004980,INV00712,120850,2024-04-10,2500,SIP,Delhi,Patna,T30,53,F,<5L,Completed
TX0004981,INV00712,125498,2023-10-27,10000,SIP,Delhi,Patna,T30,53,F,<5L,Completed
TX0004982,INV00712,120727,2023-10-15,10000,LUMPSUM,Delhi,Patna,T30,53,F,<5L,Completed
TX0004983,INV00712,119556,2026-02-16,2500,SIP,Delhi,Patna,T30,53,F,<5L,Completed
TX0004984,INV00712,120647,2025-08-23,50000,LUMPSUM,Delhi,Patna,T30,53,F,<5L,Completed
TX0004985,INV00712,120852,2024-05-03,10000,REDEMPTION,Delhi,Patna,T30,53,F,<5L,Completed
TX0004986,INV00712,120606,2024-11-07,1000,SIP,Delhi,Patna,T30,53,F,<5L,Completed
TX0004987,INV00712,120841,2024-05-27,5000,SIP,Delhi,Patna,T30,53,F,<5L,Completed
TX0004988,INV00712,120503,2024-06-18,5000,SIP,Delhi,Patna,T30,53,F,<5L,Completed
TX0004989,INV00713,119600,2022-10-01,1000,SIP,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004990,INV00713,120848,2022-03-08,10000,REDEMPTION,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004991,INV00713,120505,2022-11-21,10000,SIP,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004992,INV00713,120848,2026-05-13,10000,SIP,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004993,INV00713,118751,2025-04-09,1000,SIP,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004994,INV00713,120642,2024-03-22,5000,REDEMPTION,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004995,INV00713,120586,2022-05-14,5000,REDEMPTION,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004996,INV00713,120645,2023-06-25,10000,REDEMPTION,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004997,INV00713,120645,2026-01-05,10000,SIP,Uttar Pradesh,Lucknow,T30,41,M,<5L,Completed
TX0004998,INV00714,119092,2024-12-11,2500,SIP,Telangana,Patna,B30,63,M,10-20L,Completed
TX0004999,INV00714,120852,2023-01-16,250000,LUMPSUM,Telangana,Patna,B30,63,M,10-20L,Completed
TX0005000,INV00714,119551,2022-05-09,5000,SIP,Telangana,Patna,B30,63,M,10-20L,Completed
TX0005001,INV00714,120850,2022-10-04,5000,SIP,Telangana,Patna,B30,63,M,10-20L,Completed
TX0005002,INV00715,120852,2025-03-17,2500,SIP,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005003,INV00715,120716,2023-02-14,500,SIP,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005004,INV00715,120725,2025-04-21,5000,SIP,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005005,INV00715,120586,2022-01-09,10000,LUMPSUM,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005006,INV00715,120645,2025-03-13,5000,REDEMPTION,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005007,INV00715,125498,2026-02-27,1000,SIP,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005008,INV00715,118564,2022-08-01,2500,SIP,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005009,INV00715,120852,2024-01-12,5000,SIP,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005010,INV00715,120642,2025-05-15,10000,SIP,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005011,INV00715,119438,2024-12-01,10000,REDEMPTION,Odisha,Jaipur,T30,36,F,10-20L,Completed
TX0005012,INV00716,120845,2025-05-27,50000,LUMPSUM,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005013,INV00716,118751,2024-11-17,500,SIP,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005014,INV00716,119598,2022-09-23,10000,SIP,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005015,INV00716,119556,2024-10-09,25000,REDEMPTION,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005016,INV00716,125497,2024-02-19,2500,SIP,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005017,INV00716,119062,2024-03-17,50000,LUMPSUM,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005018,INV00716,120845,2024-06-19,25000,LUMPSUM,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005019,INV00716,119551,2023-10-22,2500,SIP,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005020,INV00716,120850,2026-04-30,2500,SIP,Delhi,Mumbai,T30,35,M,10-20L,Completed
TX0005021,INV00717,118632,2024-05-28,10000,LUMPSUM,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005022,INV00717,119600,2025-05-17,5000,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005023,INV00717,125495,2025-02-12,1000,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005024,INV00717,120725,2023-01-19,5000,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005025,INV00717,119552,2024-04-23,10000,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005026,INV00717,119553,2024-06-06,10000,LUMPSUM,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005027,INV00717,125494,2022-12-20,10000,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005028,INV00717,125498,2024-02-26,5000,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005029,INV00717,118559,2026-01-11,250000,LUMPSUM,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005030,INV00717,120716,2025-10-14,1000,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005031,INV00717,119545,2025-01-29,2500,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005032,INV00717,119553,2025-04-05,2500,SIP,Delhi,Bhopal,T30,47,M,10-20L,Completed
TX0005033,INV00718,120716,2024-11-13,1000,SIP,Karnataka,Kolkata,T30,46,F,10-20L,Completed
TX0005034,INV00718,118751,2025-02-28,50000,LUMPSUM,Karnataka,Kolkata,T30,46,F,10-20L,Completed
TX0005035,INV00718,119438,2026-01-15,5000,SIP,Karnataka,Kolkata,T30,46,F,10-20L,Completed
