investor_id,sip_transactions,first_sip_date,last_sip_date,avg_gap_days,max_gap_days,at_risk
INV01321,6,2022-03-10,2024-06-25,167.6,223,True
INV01322,6,2022-04-14,2024-12-22,196.6,451,True
INV01325,8,2022-03-06,2026-05-10,218.0,573,True
INV01329,6,2022-06-03,2026-05-15,288.4,756,True
INV01330,9,2022-02-27,2026-02-23,182.125,375,True
INV01334,7,2022-07-27,2025-10-19,196.66666666666666,506,True
INV01339,7,2022-06-10,2025-10-01,201.5,408,True
INV01340,6,2022-02-10,2026-03-19,299.6,540,True
INV01341,6,2022-05-15,2026-04-05,284.2,678,True
INV01345,6,2022-09-06,2025-03-09,183.0,728,True
INV01351,8,2022-04-15,2026-01-02,194.0,442,True
INV01354,6,2022-05-03,2026-05-05,292.6,1005,True
INV01355,6,2022-06-07,2025-07-16,227.0,529,True
INV01357,6,2023-04-18,2025-03-11,138.6,320,True
INV01361,9,2023-02-25,2026-04-24,144.25,390,True
INV01364,10,2022-03-01,2026-02-12,160.44444444444446,630,True
INV01365,7,2022-01-24,2026-03-14,251.66666666666666,894,True
INV01366,9,2022-07-19,2026-01-19,160.0,263,True
INV01367,7,2022-05-23,2026-02-10,226.5,562,True
INV01371,6,2022-09-08,2025-05-02,193.4,446,True
INV01375,7,2022-04-13,2025-08-11,202.66666666666666,421,True
INV01376,8,2022-01-10,2025-04-17,170.42857142857142,333,True
INV01379,8,2022-08-27,2026-02-24,182.42857142857142,323,True
INV01380,6,2022-09-29,2026-02-08,245.6,510,True
INV01382,6,2023-07-22,2024-05-28,62.2,128,True
INV01383,7,2022-06-30,2025-02-13,159.83333333333334,249,True
INV01385,6,2022-07-01,2025-04-26,206.0,432,True
INV01389,6,2023-01-10,2026-01-02,217.6,385,True
INV01390,6,2024-01-06,2025-12-19,142.6,314,True
INV01391,6,2022-07-06,2026-04-29,278.6,647,True
INV01398,6,2022-09-28,2026-04-04,256.8,336,True
INV01399,7,2022-04-06,2026-04-24,246.5,464,True
INV01401,7,2022-10-13,2026-03-26,210.0,552,True
INV01403,10,2022-03-19,2024-09-18,101.55555555555556,392,True
INV01406,8,2023-04-12,2025-12-13,139.42857142857142,297,True
INV01408,6,2022-01-17,2025-11-03,277.2,657,True
INV01414,8,2024-01-22,2025-11-26,96.28571428571429,276,True
INV01417,6,2022-03-24,2024-12-19,200.2,328,True
INV01418,8,2022-05-03,2025-10-21,181.0,558,True
INV01419,6,2022-07-18,2026-05-12,278.8,452,True
INV01431,7,2023-01-18,2026-05-06,200.66666666666666,405,True
INV01438,6,2022-08-11,2025-12-07,242.8,699,True
INV01441,8,2022-04-28,2026-01-17,194.28571428571428,343,True
INV01443,6,2022-06-18,2025-10-21,244.2,632,True
INV01452,6,2022-06-05,2025-02-13,196.8,445,True
INV01453,6,2022-01-03,2025-07-01,255.0,386,True
INV01455,9,2022-03-03,2025-05-24,147.25,316,True
INV01456,7,2022-01-24,2026-02-19,247.83333333333334,699,True
INV01457,6,2022-09-28,2025-10-03,220.2,487,True
INV01459,6,2022-08-04,2026-02-20,259.2,586,True
INV01460,7,2022-04-25,2026-04-19,242.5,1080,True
INV01463,7,2022-05-16,2026-01-04,221.5,503,True
INV01472,7,2022-10-13,2026-05-19,219.0,639,True
INV01473,6,2022-07-13,2024-11-30,174.2,387,True
INV01475,9,2022-04-08,2025-08-25,154.375,420,True
INV01481,12,2022-04-02,2025-10-02,116.27272727272727,404,True
INV01483,7,2022-01-01,2024-11-28,177.0,401,True
INV01486,6,2023-08-07,2025-09-29,156.8,544,True
INV01487,6,2022-08-02,2025-05-29,206.2,383,True
INV01489,6,2023-06-09,2026-02-12,195.8,486,True
INV01492,7,2023-11-21,2026-03-09,139.83333333333334,349,True
INV01497,6,2023-06-24,2025-08-08,155.2,401,True
INV01498,6,2023-09-07,2026-02-11,177.6,289,True
INV01500,9,2022-11-08,2025-10-25,135.25,532,True
INV01501,7,2022-02-13,2026-01-20,239.5,638,True
INV01502,6,2022-03-03,2025-12-26,278.8,940,True
INV01504,7,2022-07-13,2026-03-08,222.33333333333334,688,True
INV01506,8,2022-03-10,2026-02-26,207.0,462,True
INV01507,6,2022-05-16,2026-01-01,265.2,575,True
INV01512,7,2023-01-05,2026-03-03,192.16666666666666,397,True
INV01514,6,2023-02-23,2025-08-17,181.2,463,True
INV01515,6,2022-01-06,2026-04-10,311.0,550,True
INV01522,7,2022-09-21,2025-07-20,172.16666666666666,470,True
INV01523,7,2022-11-01,2026-01-20,196.0,534,True
INV01524,7,2022-10-21,2026-02-16,202.33333333333334,822,True
INV01527,6,2022-01-12,2024-10-26,203.6,481,True
INV01528,6,2022-09-20,2026-01-11,241.8,623,True
INV01530,7,2022-05-10,2025-05-05,181.83333333333334,404,True
INV01531,9,2022-08-20,2026-05-03,169.0,489,True
INV01532,6,2022-12-16,2025-11-15,213.0,560,True
INV01533,9,2022-11-08,2025-11-07,136.875,355,True
INV01534,6,2022-02-02,2024-03-10,153.4,282,True
INV01535,7,2022-01-02,2025-07-27,217.0,512,True
INV01537,6,2022-10-14,2026-03-22,251.0,380,True
INV01538,7,2022-08-07,2026-02-01,212.33333333333334,422,True
INV01541,7,2022-01-26,2026-02-22,248.0,523,True
INV01549,9,2022-10-19,2025-12-12,143.75,306,True
INV01550,9,2022-04-29,2026-03-27,178.5,397,True
INV01552,6,2022-01-26,2024-05-18,168.6,534,True
INV01559,7,2023-04-16,2025-11-09,156.33333333333334,541,True
INV01565,11,2022-01-13,2025-09-11,133.7,442,True
INV01567,8,2022-07-09,2026-02-16,188.28571428571428,589,True
INV01568,6,2022-02-19,2026-03-06,295.2,1063,True
INV01571,8,2022-03-21,2026-05-02,214.71428571428572,392,True
INV01573,10,2022-12-10,2026-03-28,133.77777777777777,378,True
INV01575,6,2022-02-17,2025-10-05,265.2,499,True
INV01580,6,2022-07-12,2026-04-30,277.6,781,True
INV01582,7,2022-01-15,2026-03-25,255.0,578,True
INV01585,8,2022-01-31,2026-01-23,207.57142857142858,433,True
INV01587,7,2022-10-26,2025-12-29,193.33333333333334,334,True
INV01590,9,2023-09-13,2026-01-21,107.625,238,True
INV01591,9,2022-08-30,2025-07-21,132.0,266,True
INV01593,7,2022-01-05,2024-08-17,159.16666666666666,660,True
INV01596,7,2023-12-01,2025-08-22,105.0,345,True
INV01599,6,2022-05-03,2026-03-13,282.0,547,True
INV01601,9,2022-08-01,2025-10-21,147.125,437,True
INV01603,8,2022-03-18,2026-02-24,205.57142857142858,394,True
INV01605,6,2022-06-28,2025-05-03,208.0,230,True
INV01610,7,2022-02-16,2025-01-23,178.66666666666666,549,True
INV01614,9,2022-11-29,2026-01-14,142.75,583,True
INV01616,7,2022-09-27,2025-04-10,154.33333333333334,284,True
INV01619,8,2022-07-26,2025-11-07,171.42857142857142,431,True
INV01620,7,2022-03-10,2025-03-05,181.83333333333334,464,True
INV01623,7,2022-03-15,2026-04-05,247.0,558,True
INV01627,8,2022-03-04,2024-09-23,133.42857142857142,319,True
INV01628,6,2022-07-19,2026-01-29,258.0,486,True
INV01633,8,2022-08-12,2025-11-18,170.57142857142858,339,True
INV01634,6,2022-04-09,2026-03-03,284.8,530,True
INV01641,6,2022-12-30,2026-03-19,235.0,485,True
INV01642,6,2022-02-06,2025-11-22,277.0,777,True
INV01645,10,2022-08-13,2026-05-01,150.77777777777777,416,True
INV01649,6,2022-03-08,2026-03-25,295.6,814,True
INV01651,7,2022-01-08,2025-01-15,183.83333333333334,502,True
INV01652,8,2022-11-16,2026-01-28,167.0,381,True
INV01656,8,2022-03-27,2025-08-25,178.14285714285714,487,True
INV01662,6,2022-01-26,2025-09-11,264.8,617,True
INV01663,6,2022-11-21,2026-05-01,251.4,525,True
INV01664,7,2022-03-11,2026-03-25,245.83333333333334,749,True
INV01668,6,2022-10-02,2025-08-29,212.4,728,True
INV01669,7,2022-06-21,2025-11-04,205.33333333333334,655,True
INV01670,6,2022-01-18,2025-10-18,273.8,457,True
INV01672,7,2022-05-18,2026-05-06,241.5,530,True
INV01673,6,2022-02-08,2026-02-25,295.6,473,True
INV01676,7,2022-07-01,2025-12-28,212.66666666666666,424,True
INV01681,8,2022-02-25,2026-04-27,217.42857142857142,615,True
INV01684,7,2022-10-08,2025-12-01,191.66666666666666,536,True
INV01693,8,2022-03-02,2025-10-12,188.57142857142858,350,True
INV01696,6,2023-03-09,2025-10-28,192.8,711,True
INV01697,6,2023-04-01,2025-12-16,198.0,642,True
INV01698,6,2023-02-01,2024-09-30,121.4,303,True
INV01706,7,2022-08-01,2025-12-20,206.16666666666666,612,True
INV01716,7,2022-08-14,2026-04-13,223.0,689,True
INV01719,6,2023-06-24,2026-03-28,201.6,449,True
INV01721,6,2022-11-20,2026-05-05,252.4,516,True
INV01722,7,2022-06-02,2026-04-29,237.83333333333334,305,True
INV01723,8,2022-05-07,2026-03-28,203.0,619,True
INV01726,9,2022-02-24,2026-04-02,187.25,360,True
INV01731,6,2022-01-16,2026-01-25,294.0,541,True
INV01733,7,2022-09-13,2026-05-04,221.5,397,True
INV01734,7,2022-09-23,2026-02-12,206.33333333333334,633,True
INV01735,6,2022-05-17,2026-02-17,274.4,700,True
INV01738,6,2022-07-07,2025-03-06,194.6,526,True
INV01741,6,2022-03-14,2026-03-27,294.8,550,True
INV01742,6,2022-04-26,2026-04-27,292.4,658,True
INV01745,7,2022-01-26,2026-01-05,240.0,678,True
INV01749,6,2022-06-24,2025-12-25,256.0,428,True
INV01751,6,2023-10-18,2026-03-25,177.8,374,True
INV01754,6,2023-10-08,2026-03-07,176.2,566,True
INV01755,7,2023-05-27,2026-03-12,170.0,495,True
INV01758,7,2023-03-14,2025-12-19,168.5,399,True
INV01759,7,2022-03-25,2025-07-20,202.16666666666666,595,True
INV01762,6,2022-09-11,2026-03-06,254.4,657,True
INV01765,6,2022-06-16,2026-02-17,268.4,619,True
INV01766,6,2022-07-15,2025-10-22,239.0,499,True
INV01768,6,2022-11-11,2025-04-06,175.4,410,True
INV01769,9,2022-08-14,2025-11-12,148.25,326,True
INV01774,6,2023-08-29,2026-04-12,191.4,279,True
INV01779,7,2023-04-25,2026-04-30,183.5,387,True
INV01780,7,2022-02-11,2025-11-14,228.66666666666666,538,True
INV01781,6,2022-01-09,2025-09-30,272.0,484,True
INV01788,6,2023-02-13,2026-03-23,226.8,324,True
INV01794,7,2023-05-20,2026-05-14,181.66666666666666,598,True
INV01795,9,2023-01-16,2025-11-12,128.875,542,True
INV01796,7,2022-06-30,2026-04-02,228.66666666666666,725,True
INV01799,7,2022-11-09,2025-07-15,163.16666666666666,294,True
INV01800,6,2022-04-05,2025-07-29,242.2,669,True
INV01804,6,2022-04-24,2026-02-13,278.2,551,True
INV01807,8,2022-01-11,2025-10-30,198.28571428571428,364,True
INV01815,10,2022-05-10,2025-12-06,145.11111111111111,562,True
INV01827,7,2022-01-05,2026-04-07,258.8333333333333,921,True
INV01829,9,2022-03-12,2025-11-09,167.25,450,True
INV01830,6,2022-01-12,2024-12-26,215.8,369,True
INV01832,6,2022-12-22,2026-01-04,221.8,862,True
INV01834,9,2022-03-07,2024-11-08,122.125,310,True
INV01835,8,2022-04-09,2026-04-07,208.42857142857142,662,True
INV01836,8,2023-06-14,2025-11-27,128.14285714285714,246,True
INV01837,9,2022-02-17,2024-07-30,111.75,459,True
INV01841,7,2022-09-07,2026-01-25,206.0,511,True
INV01842,6,2022-06-30,2024-10-23,169.2,325,True
INV01843,8,2022-04-28,2026-03-21,203.28571428571428,625,True
INV01845,6,2022-08-26,2026-03-08,258.0,548,True
INV01847,8,2022-10-10,2026-03-04,177.28571428571428,551,True
INV01850,6,2022-04-21,2026-04-11,290.2,624,True
INV01852,7,2022-06-13,2025-02-12,162.5,295,True
INV01857,12,2022-03-19,2026-04-15,135.27272727272728,486,True
INV01861,8,2022-04-30,2026-04-08,205.57142857142858,419,True
INV01865,6,2022-05-01,2025-09-01,243.8,606,True
INV01868,6,2022-08-17,2025-05-19,201.2,371,True
INV01876,8,2022-12-22,2026-04-07,171.71428571428572,288,True
INV01877,6,2023-01-01,2026-02-27,230.6,344,True
INV01879,6,2023-09-17,2025-09-23,147.4,302,True
INV01880,7,2022-07-18,2025-03-31,164.5,358,True
INV01881,6,2022-03-19,2025-08-11,248.2,539,True
INV01885,7,2022-01-16,2025-09-05,221.33333333333334,427,True
INV01887,7,2022-08-25,2026-03-19,217.0,478,True
INV01891,8,2022-08-19,2026-04-07,189.57142857142858,709,True
INV01894,6,2022-03-04,2025-10-01,261.4,477,True
INV01895,7,2022-01-21,2026-02-20,248.5,515,True
INV01897,6,2022-04-04,2025-12-21,271.4,557,True
INV01901,9,2022-04-22,2025-12-03,165.125,416,True
INV01904,6,2023-02-15,2024-07-26,105.4,238,True
INV01905,7,2022-09-17,2025-01-14,141.66666666666666,424,True
INV01906,10,2022-01-13,2025-06-13,138.55555555555554,420,True
INV01909,9,2023-04-20,2026-02-26,130.375,306,True
INV01910,7,2022-02-09,2025-10-05,222.33333333333334,626,True
INV01912,7,2022-06-12,2025-05-27,180.0,339,True
INV01913,7,2022-01-23,2026-03-27,254.0,427,True
INV01915,6,2022-11-12,2025-08-30,204.4,564,True
INV01917,8,2022-02-20,2026-03-09,211.14285714285714,825,True
INV01919,7,2022-05-16,2025-09-18,203.5,610,True
INV01920,6,2022-06-28,2025-12-30,256.2,741,True
INV01926,7,2022-11-27,2025-05-18,150.5,258,True
INV01930,6,2022-07-23,2025-11-15,242.2,343,True
INV01935,8,2023-07-01,2026-02-24,138.42857142857142,282,True
INV01936,9,2022-01-06,2026-04-25,196.25,548,True
INV01940,8,2022-07-09,2026-05-18,201.28571428571428,601,True
INV01941,7,2022-04-26,2025-09-09,205.33333333333334,410,True
INV01943,7,2022-12-26,2026-03-06,194.33333333333334,413,True
INV01944,7,2022-11-28,2025-12-15,185.5,382,True
INV01948,8,2022-01-09,2026-01-23,210.71428571428572,540,True
INV01949,7,2022-01-27,2026-04-25,258.1666666666667,699,True
INV01952,7,2022-11-29,2025-10-02,173.0,477,True
INV01957,8,2022-08-09,2026-03-01,185.71428571428572,475,True
INV01958,8,2022-02-09,2025-09-08,186.71428571428572,460,True
INV01961,9,2022-04-19,2025-01-24,126.375,298,True
INV01974,7,2022-07-23,2026-02-23,218.5,585,True
INV01975,7,2023-04-09,2026-04-20,184.5,532,True
INV01976,7,2023-01-17,2025-10-09,166.0,393,True
INV01977,6,2022-08-31,2026-04-19,265.4,880,True
INV01981,6,2022-07-05,2026-04-21,277.2,1031,True
INV01983,6,2022-07-14,2025-03-12,194.4,457,True
INV01984,6,2023-06-21,2025-12-28,184.2,755,True
INV01989,6,2022-05-07,2026-03-10,280.6,646,True
INV01990,7,2022-06-13,2026-04-21,234.66666666666666,719,True
INV01999,8,2022-02-25,2026-04-07,214.57142857142858,408,True
INV02004,7,2022-09-05,2025-08-08,178.0,576,True
INV02005,6,2022-11-27,2026-05-01,250.2,752,True
INV02006,6,2022-03-16,2025-08-04,247.4,403,True
INV02007,6,2022-04-19,2025-12-22,268.6,697,True
INV02009,7,2022-12-05,2025-02-07,132.5,323,True
INV02014,8,2022-05-10,2025-08-16,170.57142857142858,275,True
INV02015,6,2022-05-10,2025-08-16,238.8,430,True
INV02018,6,2022-06-04,2024-03-29,132.8,275,True
INV02020,6,2022-07-22,2025-09-02,227.6,848,True
INV02021,9,2022-02-13,2025-07-07,155.0,461,True
INV02025,8,2022-04-06,2025-01-03,143.28571428571428,491,True
INV02027,7,2022-02-15,2024-07-17,147.16666666666666,437,True
INV02032,9,2022-07-05,2025-12-29,159.125,308,True
INV02039,6,2023-04-17,2026-02-12,206.4,392,True
INV02041,6,2022-03-19,2025-02-07,211.2,452,True
INV02042,7,2022-03-15,2026-04-02,246.5,861,True
INV02043,6,2022-10-03,2025-10-19,222.4,541,True
INV02052,6,2022-01-27,2025-01-20,217.8,433,True
INV02054,7,2023-03-03,2026-04-22,191.0,389,True
INV02056,6,2022-02-09,2026-03-02,296.4,552,True
INV02060,8,2022-04-09,2025-02-25,150.42857142857142,620,True
INV02061,7,2022-12-07,2025-09-09,167.83333333333334,467,True
INV02063,8,2022-05-19,2024-06-27,110.0,332,True
INV02065,7,2022-12-19,2026-02-04,190.5,563,True
INV02068,7,2022-02-14,2025-09-13,217.83333333333334,698,True
INV02069,8,2022-04-11,2025-07-15,170.14285714285714,408,True
INV02075,7,2022-03-27,2025-09-12,210.83333333333334,396,True
INV02077,8,2022-04-25,2024-10-05,127.71428571428571,296,True
INV02081,6,2022-10-19,2024-05-25,116.8,226,True
INV02084,6,2022-04-21,2025-05-29,226.8,486,True
INV02085,6,2023-03-27,2026-03-11,216.0,434,True
INV02088,7,2022-06-14,2026-04-06,232.0,706,True
INV02090,8,2023-08-19,2025-12-24,122.57142857142857,307,True
INV02095,6,2022-01-29,2025-03-05,226.2,648,True
INV02096,6,2022-01-17,2025-07-04,252.8,501,True
INV02099,6,2022-11-06,2025-12-19,227.8,539,True
INV02100,6,2024-02-07,2026-02-27,150.2,439,True
INV02105,9,2022-04-06,2026-04-13,183.5,562,True
INV02107,6,2022-06-11,2026-03-03,272.2,668,True
INV02108,6,2022-12-24,2026-05-08,246.2,650,True
INV02112,7,2022-05-01,2025-08-09,199.33333333333334,318,True
INV02114,7,2022-03-11,2026-05-06,252.83333333333334,462,True
INV02118,10,2022-04-04,2026-04-29,165.11111111111111,438,True
INV02119,6,2023-02-12,2024-11-03,126.0,344,True
INV02123,6,2022-07-19,2025-11-14,242.8,488,True
INV02124,7,2022-08-04,2026-03-14,219.66666666666666,689,True
INV02130,8,2022-04-03,2025-05-11,162.0,396,True
INV02133,9,2022-07-12,2025-04-24,127.125,257,True
INV02134,7,2022-10-13,2025-09-24,179.5,434,True
INV02142,6,2023-01-20,2025-04-05,161.2,473,True
INV02144,6,2024-04-11,2026-01-06,127.0,317,True
INV02150,7,2022-02-11,2025-09-18,219.16666666666666,439,True
INV02151,8,2022-03-10,2024-10-17,136.0,267,True
INV02155,6,2023-03-13,2026-02-14,213.8,290,True
INV02158,7,2022-03-10,2026-04-25,251.16666666666666,532,True
INV02164,6,2022-08-02,2025-04-05,195.4,399,True
INV02165,7,2022-07-06,2026-05-08,233.66666666666666,366,True
INV02166,7,2022-06-05,2025-07-01,187.0,597,True
INV02167,6,2023-03-31,2026-02-05,208.4,528,True
INV02169,6,2022-02-01,2025-07-01,249.2,501,True
INV02172,8,2022-04-17,2026-03-08,203.0,320,True
INV02174,7,2022-04-13,2026-04-21,244.83333333333334,553,True
INV02175,8,2022-02-21,2025-10-21,191.14285714285714,413,True
INV02189,6,2022-05-22,2026-05-09,289.6,774,True
INV02190,9,2022-01-30,2026-05-12,195.375,607,True
INV02194,6,2023-01-10,2025-11-23,209.6,521,True
INV02195,8,2022-03-02,2025-11-01,191.42857142857142,357,True
INV02197,6,2022-05-06,2024-09-09,171.4,246,True
INV02198,6,2022-05-06,2026-04-19,288.8,519,True
INV02203,6,2022-02-09,2026-04-12,304.6,609,True
INV02208,10,2022-03-03,2025-07-04,135.44444444444446,402,True
INV02209,6,2022-06-19,2024-12-01,179.2,252,True
INV02211,7,2022-06-12,2026-04-05,232.16666666666666,696,True
INV02218,6,2022-10-06,2025-08-12,208.2,560,True
INV02219,7,2022-02-10,2025-05-17,198.66666666666666,393,True
INV02220,6,2023-07-16,2026-02-11,188.2,619,True
INV02221,6,2022-05-26,2026-02-04,270.0,466,True
INV02223,6,2023-04-16,2025-12-25,196.8,378,True
INV02224,6,2023-04-02,2026-04-27,224.2,549,True
INV02230,8,2022-02-02,2025-04-30,169.0,537,True
INV02231,6,2022-03-08,2025-11-02,267.0,770,True
INV02232,7,2022-10-10,2026-01-08,197.66666666666666,447,True
INV02237,7,2022-03-03,2026-01-22,236.83333333333334,674,True
INV02238,7,2023-04-13,2025-09-15,147.66666666666666,279,True
INV02242,7,2022-01-03,2026-04-13,260.1666666666667,410,True
INV02243,9,2022-03-28,2026-01-30,175.5,413,True
INV02245,7,2022-03-01,2026-04-19,251.66666666666666,718,True
INV02247,6,2022-07-03,2025-12-06,250.4,585,True
INV02250,8,2022-06-27,2026-04-14,198.14285714285714,363,True
INV02251,9,2022-02-18,2025-12-10,173.875,402,True
INV02254,7,2024-02-10,2026-01-17,117.83333333333333,228,True
INV02258,7,2022-09-24,2025-10-02,184.0,551,True
INV02262,6,2022-03-10,2025-12-06,273.4,442,True
INV02263,6,2022-07-26,2026-01-16,254.0,395,True
INV02267,6,2022-03-02,2026-05-15,307.0,655,True
INV02269,8,2023-07-11,2026-04-27,145.85714285714286,347,True
INV02270,7,2024-04-23,2025-12-08,99.0,272,True
INV02279,6,2022-02-13,2025-05-06,235.6,426,True
INV02281,8,2022-01-12,2024-11-23,149.42857142857142,501,True
INV02284,6,2022-11-15,2025-11-30,222.2,433,True
INV02286,7,2023-02-15,2025-10-21,163.16666666666666,364,True
INV02287,9,2022-04-20,2026-02-26,176.0,302,True
INV02292,7,2023-09-30,2026-02-24,146.33333333333334,399,True
INV02295,7,2022-03-31,2025-10-14,215.5,496,True
INV02296,6,2022-10-28,2025-06-09,191.0,326,True
INV02299,6,2022-01-29,2025-09-15,265.0,934,True
INV02300,7,2022-03-04,2024-06-08,137.83333333333334,416,True
INV02302,8,2022-06-05,2026-02-23,194.14285714285714,397,True
INV02303,6,2023-09-13,2025-11-06,157.0,470,True
INV02306,6,2023-02-01,2025-10-22,198.8,484,True
INV02311,6,2022-04-11,2024-09-30,180.6,487,True
INV02318,6,2022-08-12,2026-03-23,263.8,479,True
INV02319,9,2023-02-21,2026-03-24,140.875,480,True
INV02322,7,2022-03-06,2025-12-12,229.5,493,True
INV02324,6,2023-01-22,2026-04-05,233.8,434,True
INV02325,6,2022-09-17,2024-12-19,164.8,355,True
INV02327,10,2022-05-29,2025-12-02,142.55555555555554,494,True
INV02335,8,2022-01-21,2026-03-20,217.0,477,True
INV02336,8,2022-06-18,2026-04-16,199.71428571428572,547,True
INV02337,9,2022-07-27,2025-08-07,138.375,473,True
INV02339,9,2022-09-16,2025-12-28,149.875,534,True
INV02346,8,2022-04-13,2025-09-04,177.14285714285714,481,True
INV02348,6,2023-07-19,2025-10-30,166.8,444,True
INV02354,7,2022-06-15,2025-07-18,188.16666666666666,549,True
INV02355,7,2022-01-11,2025-12-14,238.83333333333334,621,True
INV02358,7,2022-05-24,2026-05-06,240.5,631,True
INV02359,6,2022-02-09,2025-05-04,236.0,752,True
INV02360,7,2022-06-21,2025-09-14,196.83333333333334,451,True
INV02364,10,2022-10-16,2026-02-24,136.33333333333334,452,True
INV02369,6,2022-03-09,2025-04-24,228.4,559,True
INV02378,8,2022-02-08,2025-09-21,188.71428571428572,536,True
INV02383,6,2022-01-29,2026-03-26,303.4,547,True
INV02385,8,2022-05-03,2026-03-23,202.85714285714286,420,True
INV02391,7,2022-03-22,2026-03-25,244.0,587,True
INV02397,7,2022-12-06,2025-07-12,158.16666666666666,632,True
INV02398,7,2022-07-31,2026-05-10,229.83333333333334,498,True
INV02400,8,2022-02-25,2025-09-05,184.0,368,True
INV02401,6,2022-04-25,2026-01-03,269.8,552,True
INV02402,6,2022-03-02,2025-10-06,262.8,527,True
INV02403,9,2023-08-14,2026-03-25,119.25,416,True
INV02412,6,2022-05-24,2025-03-27,207.6,543,True
INV02414,6,2022-03-21,2026-04-22,298.6,449,True
INV02415,6,2022-07-20,2025-11-06,241.0,726,True
INV02416,6,2022-11-24,2025-05-02,178.0,474,True
INV02418,8,2022-02-04,2026-03-30,216.42857142857142,620,True
INV02419,6,2022-02-06,2025-09-30,266.4,560,True
INV02421,7,2022-11-03,2026-02-14,199.83333333333334,554,True
INV02423,7,2022-04-28,2023-05-14,63.5,84,True
INV02426,7,2022-06-30,2025-07-05,183.5,598,True
INV02427,8,2022-02-19,2025-11-28,196.85714285714286,374,True
INV02430,7,2022-03-08,2025-09-16,214.66666666666666,485,True
INV02431,7,2022-01-11,2026-03-28,256.1666666666667,620,True
INV02442,7,2022-01-28,2025-10-31,228.66666666666666,480,True
INV02444,8,2022-12-02,2025-10-04,148.14285714285714,436,True
INV02445,7,2022-04-20,2025-12-04,220.66666666666666,380,True
INV02448,7,2022-11-06,2026-05-08,213.16666666666666,409,True
INV02455,8,2022-05-17,2025-07-16,165.14285714285714,345,True
INV02457,7,2023-01-09,2026-05-01,201.33333333333334,668,True
INV02459,6,2022-05-27,2026-05-02,287.2,723,True
INV02461,6,2022-01-26,2024-10-22,200.0,508,True
INV02466,8,2022-03-02,2025-08-20,181.0,433,True
INV02471,7,2023-01-09,2025-10-19,169.0,704,True
INV02473,7,2022-07-28,2025-11-19,201.66666666666666,408,True
INV02477,6,2022-07-07,2026-03-07,267.8,567,True
INV02482,8,2022-06-01,2026-03-04,196.0,564,True
INV02490,6,2022-04-08,2025-12-11,268.6,704,True
INV02491,6,2022-06-29,2026-03-18,271.6,543,True
INV02496,7,2022-08-13,2026-01-15,208.5,336,True
INV02500,6,2023-12-04,2026-04-28,175.2,530,True
INV02504,8,2022-01-20,2025-06-04,175.85714285714286,470,True
INV02508,7,2022-04-19,2026-04-25,244.5,808,True
INV02509,7,2022-04-11,2024-06-28,134.83333333333334,291,True
INV02512,7,2022-06-16,2025-08-24,194.16666666666666,397,True
INV02514,7,2023-05-11,2026-04-12,177.83333333333334,403,True
INV02517,7,2022-02-20,2025-02-28,184.0,392,True
INV02519,6,2022-01-27,2024-12-02,208.0,366,True
INV02522,6,2022-04-02,2026-02-12,282.4,608,True
INV02523,6,2022-06-21,2025-10-30,245.4,351,True
INV02524,6,2022-04-06,2026-01-03,273.6,599,True
INV02525,6,2022-05-13,2025-02-23,203.4,371,True
INV02526,6,2022-02-04,2026-01-26,290.4,421,True
INV02527,6,2023-07-19,2026-03-07,192.4,609,True
INV02528,9,2022-07-16,2026-04-28,172.75,320,True
INV02529,7,2022-03-02,2023-07-11,82.66666666666667,122,True
INV02530,7,2022-12-24,2026-02-19,192.16666666666666,434,True
INV02531,10,2022-05-06,2026-02-24,154.44444444444446,340,True
INV02537,6,2022-04-10,2025-11-17,263.4,551,True
INV02539,6,2022-07-01,2026-03-19,271.4,555,True
INV02543,6,2022-01-20,2026-02-01,294.6,853,True
INV02544,7,2022-10-06,2026-04-24,216.0,423,True
INV02545,8,2022-07-05,2026-02-11,188.14285714285714,446,True
INV02547,6,2022-03-21,2025-10-16,261.0,588,True
INV02551,8,2022-03-19,2026-05-11,216.28571428571428,396,True
INV02553,7,2022-10-01,2026-03-11,209.5,563,True
INV02555,6,2022-09-25,2025-12-14,235.2,328,True
INV02562,7,2022-06-26,2025-06-27,182.83333333333334,454,True
INV02563,10,2022-01-04,2026-04-04,172.33333333333334,499,True
INV02566,8,2022-04-07,2026-02-19,202.0,510,True
INV02568,6,2022-03-10,2026-05-12,304.8,752,True
INV02572,7,2022-06-23,2026-01-30,219.5,711,True
INV02575,6,2022-05-17,2025-08-08,235.8,659,True
INV02580,6,2023-04-22,2025-10-06,179.6,351,True
INV02585,8,2022-04-23,2026-04-02,205.71428571428572,520,True
INV02586,6,2022-01-02,2025-04-07,238.2,306,True
INV02591,7,2022-12-03,2026-05-18,210.33333333333334,628,True
INV02592,7,2022-09-28,2025-11-02,188.5,453,True
INV02594,6,2022-02-05,2026-01-09,286.8,632,True
INV02599,7,2022-06-10,2026-02-05,222.66666666666666,395,True
INV02602,6,2023-04-28,2026-05-02,220.0,541,True
INV02607,6,2022-03-31,2026-03-26,291.2,421,True
INV02609,7,2023-02-21,2025-08-03,149.0,254,True
INV02611,7,2022-10-12,2026-03-27,210.33333333333334,620,True
INV02614,6,2022-01-11,2026-03-24,306.6,584,True
INV02615,6,2022-05-11,2025-03-10,206.8,382,True
INV02621,6,2022-11-09,2025-10-20,215.2,391,True
